Battery_ID,Cycle_Index,Discharge_Index,Ambient_Temperature,Discharge_Time_Seconds,Max_Temp_Reached,Min_Voltage_Recorded,Voltage_Drop_Rate_V_per_sec,Internal_Resistance_Re,Cycles_Since_Impedance,Capacity_Ahr,SoH,Baseline_Capacity_Ahr
B0007,352,100,24,3021.75,41.02092182,2.199196545,0.000662561,0.053547797,1,1.570256538,0.830361245,1.891052295
B0007,356,101,24,3012.265,41.34840278,2.025290101,0.000722295,0.054296311,1,1.565249874,0.82771369,1.891052295
B0007,360,102,24,3002.641,41.23753666,2.087422633,0.000704067,0.054140508,1,1.559633934,0.824743947,1.891052295
B0007,364,103,24,3012,41.21700308,2.086320051,0.00070048,0.054977362,1,1.564982053,0.827572065,1.891052295
B0007,367,104,24,3020.11,41.89753189,2.058824791,0.00071071,0.054276164,2,1.5749795,0.832858776,1.891052295
B0007,371,105,24,3002.172,41.90270996,2.007722684,0.000730733,0.054523978,1,1.565281117,0.827730212,1.891052295
B0007,375,106,24,2992.703,41.48233804,2.190682586,0.000672044,0.054412388,1,1.559755497,0.82480823,1.891052295
B0007,379,107,24,2964.468,41.64116227,2.00843532,0.000739232,0.054512192,1,1.549897686,0.81959536,1.891052295
B0007,383,108,24,2983.375,41.4338776,2.164636064,0.000682524,0.052351912,1,1.543877153,0.816411665,1.891052295
B0007,387,109,24,2975.297,41.854357,2.064742754,0.000718207,0.05558277,1,1.545018749,0.817015348,1.891052295
B0007,391,110,24,2974.985,41.78271326,2.170172618,0.000682685,0.054740893,1,1.544594015,0.816790746,1.891052295
B0007,395,111,24,2966.25,41.62744766,2.120750719,0.000701242,0.055237233,1,1.534308672,0.811351794,1.891052295
B0007,399,112,24,2956.359,41.55212844,2.136272157,0.000698191,0.057265348,1,1.528760394,0.808417831,1.891052295
B0007,403,113,24,2956.344,41.83916719,2.093857236,0.000713021,0.051070648,1,1.528926025,0.808505417,1.891052295
B0007,407,114,24,2956.406,42.23998716,1.995946576,0.000745745,0.055088579,1,1.52909165,0.808593001,1.891052295
B0007,411,115,24,2947.266,42.04090238,2.030576986,0.000736154,0.055778574,1,1.523905932,0.805850762,1.891052295
B0007,415,116,24,2937.984,41.80342906,2.07588038,0.000723215,0.058454793,1,1.518667542,0.803080669,1.891052295
B0007,419,117,24,2929.125,41.68869246,2.079354905,0.000724113,0.054872898,1,1.513648227,0.800426424,1.891052295
B0007,423,118,24,2928.454,41.9881716,2.058510937,0.000731599,0.056899176,1,1.513605019,0.800403576,1.891052295
B0007,427,119,24,2929.375,42.33252237,2.025310731,0.000742883,0.055742851,1,1.513947061,0.80058445,1.891052295
B0007,431,120,24,2946.031,41.63553797,2.006957902,0.000741951,0.054464348,1,1.533959919,0.811167371,1.891052295
B0007,433,121,24,2955.438,41.47049808,2.197926487,0.000678977,0.054464348,3,1.53913728,0.813905191,1.891052295
B0007,437,122,24,2937.625,41.54038193,2.02994152,0.000739051,0.056042584,1,1.523624797,0.805702096,1.891052295
B0007,441,123,24,2929.078,41.13947018,2.117150392,0.000711448,0.05719698,1,1.513581304,0.800391035,1.891052295
B0007,445,124,24,2918.375,41.09041923,2.130989905,0.000709221,0.05533954,1,1.507785075,0.797325954,1.891052295
B0007,449,125,24,2919.812,41.10034022,2.129431832,0.000709492,0.057050603,1,1.503196068,0.794899259,1.891052295
B0007,453,126,24,2900.422,41.03075447,2.164511454,0.000701942,0.057761617,1,1.49782206,0.792057451,1.891052295
B0007,457,127,24,2901.375,40.99688397,2.174301271,0.000698277,0.057585489,1,1.492848535,0.78942742,1.891052295
B0007,461,128,24,2901.187,40.88481342,2.192897628,0.000691873,0.056706663,1,1.49241439,0.789197842,1.891052295
B0007,465,129,24,2891.64,41.0940088,2.02984959,0.000750648,0.058715719,1,1.487482777,0.786589975,1.891052295
B0007,469,130,24,2882.906,41.01377836,2.095949225,0.000729938,0.057109751,1,1.482535149,0.783973639,1.891052295
B0007,473,131,24,2883.265,40.90635248,2.177723491,0.000701342,0.057017769,1,1.482787432,0.784107048,1.891052295
B0007,477,132,24,2882.969,41.06596192,2.05625134,0.000743742,0.057714687,1,1.47697118,0.781031378,1.891052295
B0007,481,133,24,2891.656,40.84520331,2.151251063,0.00070611,0.056868351,1,1.481901555,0.78363859,1.891052295
B0007,483,134,24,2901.25,41.1280791,2.169369907,0.000701078,0.056868351,3,1.49813662,0.792223792,1.891052295
B0007,485,135,24,2891.703,41.09498845,2.116759239,0.000721134,0.056868351,5,1.482077521,0.783731642,1.891052295
B0007,489,136,24,2883.016,41.11877573,2.009424226,0.000759851,0.054656786,1,1.477115531,0.781107712,1.891052295
B0007,493,137,24,2873.453,40.98003499,2.003479234,0.000764335,0.058553963,1,1.472077278,0.778443453,1.891052295
B0007,497,138,24,2874.031,41.01750995,2.172988732,0.000705231,0.058279853,1,1.472248014,0.778533739,1.891052295
B0007,501,139,24,2874.234,41.29942074,2.087464676,0.000735113,0.065543334,1,1.467010667,0.775764198,1.891052295
B0007,505,140,24,2864.984,41.10573804,2.110564314,0.00072936,0.063437091,1,1.46176725,0.772991447,1.891052295
B0007,509,141,24,2855.093,40.87704013,2.072468729,0.00074514,0.06409071,1,1.456695267,0.770309351,1.891052295
B0007,513,142,24,2855.625,40.73021986,2.125382697,0.000726349,0.064944911,1,1.451354973,0.767485371,1.891052295
B0007,517,143,24,2855.594,41.03226257,2.114733132,0.000730222,0.063091223,1,1.451615926,0.767623365,1.891052295
B0007,521,144,24,2847.437,40.89527781,2.173844533,0.000711558,0.063567534,1,1.446816133,0.765085205,1.891052295
B0007,525,145,24,2847.36,41.02491521,1.994726698,0.000774643,0.063542972,1,1.446757061,0.765053967,1.891052295
B0007,529,146,24,2837.328,40.81596835,2.003380212,0.000774029,0.063627578,1,1.441379748,0.762210412,1.891052295
B0007,533,147,24,2837.281,40.6513867,2.116470909,0.000734237,0.065901487,1,1.436245625,0.759495456,1.891052295
B0007,537,148,24,2838.515,40.96538554,2.051877343,0.00075653,0.064348718,1,1.436815415,0.759796764,1.891052295
B0007,541,149,24,2828.328,41.11319128,2.003221375,0.000776736,0.064769023,1,1.436294515,0.759521309,1.891052295
B0007,545,150,24,2838.265,40.78738322,1.9865975,0.000776316,0.063530691,1,1.441857532,0.762463067,1.891052295
B0007,548,151,24,2864.547,40.73001188,2.190812118,0.00070233,0.064224812,2,1.467206348,0.775867675,1.891052295
B0007,552,152,24,2846.39,40.99035459,2.033261415,0.000760938,0.066436425,1,1.451864037,0.767754568,1.891052295
B0007,556,153,24,2837.969,40.62521316,2.191354396,0.000707648,0.063298116,1,1.447137975,0.765255397,1.891052295
B0007,560,154,24,2838.156,40.58944297,2.184070501,0.000710306,0.061456012,1,1.441790587,0.762427666,1.891052295
B0007,564,155,24,2829.843,40.58439359,2.166436834,0.000718383,0.063823754,1,1.431630948,0.757055187,1.891052295
B0007,568,156,24,2829.625,40.88444414,1.987193667,0.000781713,0.064546799,1,1.431808425,0.757149037,1.891052295
B0007,572,157,24,2819.437,40.65159638,2.13141728,0.000733562,0.06249692,1,1.426256259,0.754213018,1.891052295
B0007,576,158,24,2819.579,40.53138082,2.188995883,0.000712942,0.063347873,1,1.426087753,0.754123911,1.891052295
B0007,580,159,24,2810.672,40.82143349,2.032246495,0.000770921,0.067293795,1,1.421263351,0.751572738,1.891052295
B0007,584,160,24,2811.485,40.64336294,2.169513005,0.000722169,0.06579546,1,1.416327275,0.748962511,1.891052295
B0007,588,161,24,2802.422,40.97063567,1.991797828,0.000787491,0.067069037,1,1.416578183,0.749095193,1.891052295
B0007,592,162,24,2801.625,40.74888323,2.153448646,0.000730214,0.064909429,1,1.410840173,0.746060898,1.891052295
B0007,596,163,24,2802.031,40.93461597,2.010157271,0.000781145,0.064684671,1,1.410994963,0.746142752,1.891052295
B0007,600,164,24,2793.39,40.7417589,2.132718741,0.000739845,0.064766074,1,1.406171429,0.743592037,1.891052295
B0007,604,165,24,2793.39,41.00964444,2.011476334,0.000783105,0.064686463,1,1.406335848,0.743678983,1.891052295
B0007,608,166,24,2792.485,40.80558698,2.161045606,0.000729592,0.064925266,1,1.40045524,0.740569282,1.891052295
B0007,612,167,24,2802.016,40.92586026,2.014355339,0.00077606,0.062425282,1,1.421786505,0.751849385,1.891052295
B0007,614,168,24,2820.39,40.57390101,2.173211993,0.000720418,0.062425282,3,1.432455272,0.757491094,1.891052295
B0018,3,1,24,3434.891,38.1018031,2.472160843,0.000499589,0.065158152,1,1.855004521,1,1.855004521
B0018,7,2,24,3425.485,38.14987996,2.411438199,0.000518252,0.062696447,1,1.843195532,0.993633984,1.855004521
B0018,11,3,24,3410.375,37.52669148,2.394395968,0.000526164,0.061378431,1,1.839601842,0.991696689,1.855004521
B0018,15,4,24,3404.719,37.06279237,2.399948173,0.000525426,0.061337249,1,1.830673604,0.986883635,1.855004521
B0018,18,5,24,3417.641,38.21103544,2.385146123,0.000528073,0.061434033,2,1.832700207,0.98797614,1.855004521
B0018,20,6,24,3411.766,38.17496506,2.371677071,0.000533106,0.061434033,4,1.828528885,0.985727455,1.855004521
B0018,22,7,24,3399.516,37.64038685,2.496449158,0.000498269,0.061434033,6,1.82120119,0.981777224,1.855004521
B0018,24,8,24,3388.75,37.37602885,2.437450672,0.000517256,0.061434033,8,1.815170011,0.978525923,1.855004521
B0018,27,9,24,3380.406,37.28928029,2.415220699,0.000524581,0.062464075,1,1.804298052,0.972665043,1.855004521
B0018,30,10,24,3404.141,37.52377767,2.37743231,0.000532987,0.059112261,2,1.82310023,0.982800963,1.855004521
B0018,32,11,24,3396.141,37.72420413,2.388748726,0.000530588,0.059112261,4,1.812125352,0.976884601,1.855004521
B0018,34,12,24,3384.094,37.41366095,2.432289857,0.000519481,0.059112261,6,1.804691638,0.972877218,1.855004521
B0018,36,13,24,3370.656,36.94724909,2.497495633,0.000502042,0.059112261,8,1.79084435,0.965412391,1.855004521
B0018,39,14,24,3357.797,36.70709131,2.478768686,0.000509139,0.061054889,1,1.783470723,0.9614374,1.855004521
B0018,42,15,24,3363.015,37.13061214,2.385849408,0.000537522,0.061009298,2,1.780938613,0.960072384,1.855004521
B0018,44,16,24,3357.734,37.68660007,2.372854084,0.000541253,0.061009298,4,1.77120904,0.954827344,1.855004521
B0018,46,17,24,3344.187,37.63358073,2.408691274,0.000532885,0.061009298,6,1.7686304,0.953437245,1.855004521
B0018,48,18,24,3339.969,37.15252579,2.496331992,0.000507006,0.061009298,8,1.75363048,0.945351054,1.855004521
B0018,51,19,24,3327.641,36.78829002,2.419989635,0.000531201,0.060649046,1,1.746219742,0.941356057,1.855004521
B0018,54,20,24,3312.844,36.5411462,2.358732188,0.000553081,0.062194819,2,1.737664734,0.936744204,1.855004521
B0018,56,21,24,3302.031,36.37208779,2.445809666,0.000528429,0.062194819,4,1.731516674,0.933429894,1.855004521
B0018,58,22,24,3305.547,36.5260851,2.380853775,0.000546059,0.062194819,6,1.708594989,0.921073221,1.855004521
B0018,60,23,24,3289.562,36.47625276,2.436955746,0.000532336,0.062194819,8,1.711469957,0.922623065,1.855004521
B0018,63,24,24,3283.797,36.3772089,2.467136573,0.000524139,0.061064792,1,1.707502137,0.920484084,1.855004521
B0018,66,25,24,3325.235,36.64000948,2.4129372,0.000534304,0.059596966,2,1.749238206,0.942983258,1.855004521
B0018,68,26,24,3317.547,37.38165499,2.349777104,0.000554739,0.059596966,4,1.732769715,0.934105386,1.855004521
B0018,70,27,24,3311.766,37.5982476,2.490470002,0.000512923,0.059596966,6,1.722231333,0.928424332,1.855004521
B0018,72,28,24,3305.218,37.56055516,2.465090893,0.000521763,0.059596966,8,1.711846299,0.922825944,1.855004521
B0018,75,29,24,3295.453,37.52114201,2.363133282,0.000553659,0.062871062,1,1.699267835,0.916045118,1.855004521
B0018,78,30,24,3287,37.21887097,2.479061636,0.000520582,0.06095075,2,1.694036644,0.913225076,1.855004521
B0018,80,31,24,3276.922,37.33441416,2.491905723,0.00051813,0.06095075,4,1.681902708,0.906683886,1.855004521
B0018,82,32,24,3268.687,37.73317984,2.43371776,0.000537258,0.06095075,6,1.676977062,0.904028558,1.855004521
B0018,84,33,24,3260.594,37.84649345,2.442450646,0.000535381,0.06095075,8,1.665522931,0.897853839,1.855004521
B0018,87,34,24,3258.812,37.67016494,2.43834194,0.0005364,0.06279038,1,1.657192458,0.893363029,1.855004521
B0018,90,35,24,3243.422,37.53185199,2.41572454,0.000547089,0.062054328,2,1.648224156,0.888528377,1.855004521
B0018,92,36,24,3236.515,37.59333375,2.323395713,0.000576722,0.062054328,4,1.63877015,0.88343189,1.855004521
B0018,94,37,24,3230.734,37.36141011,2.49850395,0.000523025,0.062054328,6,1.627648691,0.877436509,1.855004521
B0018,96,38,24,3222.093,37.89980325,2.350237239,0.000570903,0.062054328,8,1.622153702,0.874474258,1.855004521
B0018,99,39,24,3220.344,38.03149708,2.333774035,0.000575237,0.06126874,1,1.614006651,0.870082327,1.855004521
B0018,102,40,24,3250.75,37.42220155,2.317647291,0.00057586,0.062705772,2,1.676051615,0.903529666,1.855004521
B0018,104,41,24,3239.344,37.32511174,2.492394514,0.000523005,0.062705772,4,1.649300643,0.889108692,1.855004521
B0018,106,42,24,3222.25,37.31088262,2.37282831,0.000563748,0.062705772,6,1.632382992,0.879988687,1.855004521
B0018,108,43,24,3206.157,37.23234656,2.356070318,0.000571551,0.062705772,8,1.616415972,0.87138115,1.855004521
B0018,111,44,24,3197.969,36.94850858,2.464443153,0.000539193,0.06023011,1,1.610902838,0.868409117,1.855004521
B0018,114,45,24,3181.625,37.00266355,2.419516727,0.000556043,0.061801794,2,1.595463869,0.860086243,1.855004521
B0018,117,46,24,3302.36,36.71025443,2.34224065,0.000559062,0.061801794,5,1.72670744,0.930837322,1.855004521
B0018,119,47,24,3285.812,36.72807624,2.375546714,0.000552078,0.061801794,7,1.716567392,0.925371002,1.855004521
B0018,121,48,24,3260.016,36.72959308,2.414629138,0.000544462,0.061801794,9,1.695823557,0.914188369,1.855004521
B0018,123,49,24,3240.031,36.78746235,2.38446455,0.000557065,0.061801794,11,1.677778319,0.904460501,1.855004521
B0018,125,50,24,3232.265,36.75689163,2.398646371,0.000553469,0.061801794,13,1.66065869,0.895231613,1.855004521
B0018,128,51,24,3232.031,37.35015763,2.455713011,0.000536231,0.063359986,2,1.666410927,0.898332542,1.855004521
B0018,130,52,24,3209.515,37.48126031,2.323665883,0.000581252,0.063359986,4,1.646833617,0.887778762,1.855004521
B0018,132,53,24,3196.125,37.1254439,2.48805408,0.000531495,0.063359986,6,1.625763993,0.876420502,1.855004521
B0018,134,54,24,3172.562,37.19112571,2.330693711,0.000585393,0.063359986,8,1.612157741,0.869085613,1.855004521
B0018,136,55,24,3172.735,37.17642722,2.389399832,0.000567257,0.063359986,10,1.605736682,0.865624134,1.855004521
B0018,141,56,24,3238.109,37.11936679,2.486420072,0.000526502,0.060883968,2,1.673645315,0.902232472,1.855004521
B0018,143,57,24,3191.063,37.27024641,2.467363111,0.000540029,0.060883968,4,1.640434857,0.884329304,1.855004521
B0018,145,58,24,3165.828,37.39550862,2.375173081,0.000572989,0.060883968,6,1.613265332,0.869682696,1.855004521
B0018,147,59,24,3140.407,37.3789567,2.371626022,0.000577709,0.060883968,8,1.592096432,0.858270917,1.855004521
B0018,150,60,24,3131.922,37.24571832,2.463955873,0.000550126,0.062318943,1,1.586601182,0.855308526,1.855004521
B0018,153,61,24,3121.109,37.21755583,2.475545297,0.000549174,0.061909432,2,1.580076649,0.851791266,1.855004521
B0018,155,62,24,3105.265,37.5615098,2.379156309,0.000583091,0.061909432,4,1.564173295,0.84321805,1.855004521
B0018,157,63,24,3091.25,37.41747913,2.477615834,0.000553586,0.061909432,6,1.555618272,0.838606189,1.855004521
B0018,159,64,24,3076.703,37.55101534,2.420554969,0.000574533,0.061909432,8,1.540204528,0.830296913,1.855004521
B0018,162,65,24,3062.328,37.59895044,2.415388497,0.00057834,0.063288415,1,1.532161302,0.825960953,1.855004521
B0018,165,66,24,3050.563,37.48923978,2.39742056,0.000587481,0.062442456,2,1.53162324,0.825670893,1.855004521
B0018,167,67,24,3034.672,37.37911114,2.497752654,0.000557406,0.062442456,4,1.522259595,0.820623119,1.855004521
B0018,169,68,24,3031.25,37.55960417,2.372609078,0.000598494,0.062442456,6,1.506526713,0.812141801,1.855004521
B0018,171,69,24,3011.343,37.61805451,2.368442575,0.000604432,0.062442456,8,1.501421956,0.809389917,1.855004521
B0018,174,70,24,3003,37.71101994,2.331968556,0.000617491,0.0627246,1,1.496353412,0.806657555,1.855004521
B0018,177,71,24,3045.187,37.7679893,2.405775531,0.000585057,0.063197235,2,1.5334262,0.826642837,1.855004521
B0018,179,72,24,3028.469,37.91919394,2.472083885,0.000566902,0.063197235,4,1.523845268,0.821477927,1.855004521
B0018,181,73,24,3012.937,37.99328509,2.342731326,0.000611542,0.063197235,6,1.501192099,0.809266006,1.855004521
B0018,183,74,24,2998.875,37.98483802,2.419865045,0.000589599,0.063197235,8,1.492417671,0.804535867,1.855004521
B0018,185,75,24,2983.547,37.82888514,2.438879997,0.000586221,0.063197235,10,1.483323852,0.799633551,1.855004521
B0018,188,76,24,2966.86,37.84483798,2.430465824,0.000592487,0.063328645,2,1.480737679,0.798239391,1.855004521
B0018,190,77,24,2954.797,37.89846105,2.49072676,0.000574213,0.063328645,4,1.473507781,0.794341881,1.855004521
B0018,192,78,24,2945.735,38.27784044,2.367832803,0.000618122,0.063328645,6,1.468019285,0.791383131,1.855004521
B0018,194,79,24,2941.375,38.24434304,2.353270355,0.000623834,0.063328645,8,1.458092356,0.786031699,1.855004521
B0018,197,80,24,2923.953,38.06956259,2.362897905,0.000623003,0.064382761,1,1.447866099,0.780518906,1.855004521
B0018,200,81,24,2921.031,37.81744565,2.420200017,0.000606829,0.063226219,2,1.452780878,0.783168376,1.855004521
B0018,202,82,24,2902.75,37.90256777,2.472605887,0.000590911,0.063226219,4,1.442535636,0.777645348,1.855004521
B0018,204,83,24,2897.875,38.16628336,2.483165462,0.000588324,0.063226219,6,1.439271288,0.775885596,1.855004521
B0018,206,84,24,2892.094,38.36789487,2.434198683,0.000606434,0.063226219,8,1.428647568,0.770158537,1.855004521
B0018,209,85,24,2886.921,38.19823604,2.497859028,0.000584725,0.062759646,1,1.424902675,0.768139732,1.855004521
B0018,212,86,24,2942.531,38.09998281,2.374740846,0.000615973,0.063064232,2,1.469811532,0.792349299,1.855004521
B0018,214,87,24,2912.469,38.21452378,2.358934084,0.000627899,0.063064232,4,1.452581965,0.783061145,1.855004521
B0018,216,88,24,2895.594,37.93969654,2.441326634,0.000603161,0.063064232,6,1.442834199,0.777806298,1.855004521
B0018,218,89,24,2884.406,38.06666733,2.31141966,0.000650316,0.063064232,8,1.428376059,0.770012171,1.855004521
B0018,220,90,24,2873.766,37.63260476,2.495315924,0.000587391,0.063064232,10,1.415454784,0.763046541,1.855004521
B0018,223,91,24,2893.375,38.18223604,2.439847987,0.000605646,0.065431294,2,1.45457667,0.784136455,1.855004521
B0018,225,92,24,2884.984,38.39074665,2.37653832,0.000627416,0.065431294,4,1.428317955,0.769980848,1.855004521
B0018,227,93,24,2870.234,38.51622655,2.37222992,0.000632254,0.065431294,6,1.419702688,0.765336511,1.855004521
B0018,229,94,24,2864.11,38.56612181,2.361475505,0.000637533,0.065431294,8,1.415560663,0.763103619,1.855004521
B0018,232,95,24,2846.64,38.56065416,2.317937855,0.000655742,0.06403505,1,1.405680035,0.757777148,1.855004521
B0018,235,96,24,2839.532,38.53842074,2.337285975,0.000651324,0.064316836,2,1.408446107,0.759268288,1.855004521
B0018,237,97,24,2832.703,38.54887348,2.352881026,0.000647534,0.064316836,4,1.396854778,0.753019608,1.855004521
B0018,239,98,24,2827.078,38.45838357,2.464612214,0.000609281,0.064316836,6,1.393567037,0.751247246,1.855004521
B0018,241,99,24,2821.531,38.54382875,2.468465523,0.000609209,0.064316836,8,1.389364429,0.748981694,1.855004521
B0018,244,100,24,2805.156,38.65088396,2.409292354,0.000633139,0.065464434,1,1.378565142,0.74315999,1.855004521
B0018,247,101,24,2814.906,38.45654835,2.47762548,0.000607133,0.065452971,2,1.38490111,0.746575598,1.855004521
B0018,249,102,24,2801.156,38.65641304,2.335608853,0.000660128,0.065452971,4,1.370325181,0.738717974,1.855004521
B0018,251,103,24,2794.187,38.65558749,2.441999087,0.000624574,0.065452971,6,1.373346439,0.74034668,1.855004521
B0018,253,104,24,2785.391,38.6997087,2.465168783,0.000617845,0.065452971,8,1.367948729,0.737436871,1.855004521
B0018,256,105,24,2779.5,38.87481688,2.370892032,0.00065212,0.06605676,1,1.356714109,0.731380486,1.855004521
B0018,259,106,24,2899.234,37.36397453,2.461879783,0.000595058,0.06550915,2,1.460431021,0.787292432,1.855004521
B0018,261,107,24,2894.922,37.88258788,2.424706637,0.000608881,0.06550915,4,1.450099894,0.781723105,1.855004521
B0018,263,108,24,2888.25,38.15898074,2.444722297,0.000603436,0.06550915,6,1.43814069,0.77527611,1.855004521
B0018,265,109,24,2873.906,38.0524316,2.443569395,0.000606853,0.06550915,8,1.428368198,0.770007934,1.855004521
B0018,267,110,24,2847.406,37.89096376,2.466600027,0.000603916,0.06550915,10,1.414787452,0.762686795,1.855004521
B0018,270,111,24,2849.281,37.81203585,2.427251481,0.000617608,0.066024614,2,1.413889163,0.762202543,1.855004521
B0018,272,112,24,2833.688,37.95919547,2.476262837,0.000603165,0.066024614,4,1.398933166,0.75414003,1.855004521
B0018,274,113,24,2826.453,38.5210435,2.360798973,0.000645866,0.066024614,6,1.395332258,0.752198845,1.855004521
B0018,276,114,24,2818.312,38.878688,2.377011587,0.000642288,0.066024614,8,1.39004613,0.749349187,1.855004521
B0018,279,115,24,2812.719,38.651189,2.45675632,0.000614597,0.065289257,1,1.386027145,0.747182624,1.855004521
B0018,282,116,24,2803.5,38.43423528,2.327731403,0.000665354,0.062973278,2,1.38821526,0.748362198,1.855004521
B0018,284,117,24,2783.25,38.10387572,2.453791383,0.000622456,0.062973278,4,1.376182656,0.741875634,1.855004521
B0018,286,118,24,2776.391,38.12742843,2.347560888,0.000662173,0.062973278,6,1.36471689,0.735694644,1.855004521
B0018,288,119,24,2766.516,38.03962943,2.355834756,0.000661815,0.062973278,8,1.358985474,0.732604939,1.855004521
B0018,291,120,24,2751.516,37.85657903,2.379110236,0.000655655,0.065168524,1,1.346230876,0.725729162,1.855004521
B0018,294,121,24,2848.859,37.43017193,2.444740635,0.000613315,0.063738768,2,1.426842782,0.769185609,1.855004521
B0018,296,122,24,2840.016,37.82641493,2.431867772,0.000617518,0.063738768,4,1.406448148,0.758191224,1.855004521
B0018,298,123,24,2817.375,38.08307174,2.344037292,0.000654083,0.063738768,6,1.393490749,0.75120612,1.855004521
B0018,300,124,24,2809.234,37.88279649,2.456436863,0.000615889,0.063738768,8,1.388249351,0.748380576,1.855004521
B0018,302,125,24,2791.187,37.96027067,2.395547668,0.000640716,0.063738768,10,1.370187834,0.738643932,1.855004521
B0018,305,126,24,2794.016,37.88051335,2.453674917,0.000619776,0.065218564,2,1.379695167,0.743769167,1.855004521
B0018,307,127,24,2774.719,38.43416278,2.306272814,0.000677188,0.065218564,4,1.368658632,0.737819567,1.855004521
B0018,309,128,24,2777.844,38.84748974,2.347109202,0.000662086,0.065218564,6,1.362737178,0.734627416,1.855004521
B0018,311,129,24,2781.125,38.80283421,2.48842891,0.000610159,0.065218564,8,1.363405113,0.734987488,1.855004521
B0018,314,130,24,2760.906,38.72699122,2.399217823,0.000645509,0.06590456,1,1.351864604,0.728766204,1.855004521
B0018,317,131,24,2753.25,38.67191958,2.278633889,0.000692497,0.066068503,2,1.354796973,0.730346993,1.855004521
B0018,319,132,24,2742.843,38.37181364,2.365584676,0.00066361,0.066068503,4,1.341051441,0.72293702,1.855004521
B0025,4,1,24,6515.422,41.81748105,1.918268375,0.000349739,0.050498069,1,1.847011163,0.998933145,1.84898376
B0025,6,2,24,6516.219,41.50441061,1.893961031,0.000354285,0.050498069,3,1.848565434,0.999773754,1.84898376
B0025,8,3,24,6489.5,41.67077619,1.82462741,0.000366451,0.050498069,5,1.847111177,0.998987237,1.84898376
B0025,10,4,24,6471.25,41.58349706,1.961204492,0.000346437,0.050498069,7,1.84898376,1,1.84898376
B0025,12,5,24,6466.672,41.82908828,1.786938627,0.000373163,0.050498069,9,1.837012072,0.993525261,1.84898376
B0025,16,6,24,6410.672,41.15307254,1.939960781,0.000349131,0.048707856,1,1.817549211,0.982999013,1.84898376
B0025,20,7,24,6474.156,41.16751022,1.76325859,0.000376106,0.048280426,1,1.839863823,0.995067595,1.84898376
B0025,23,8,24,6460.75,41.40744159,1.741163455,0.000380744,0.048280426,4,1.843059562,0.996795971,1.84898376
B0025,25,9,24,6448.907,41.08911291,1.990361763,0.000342867,0.048280426,6,1.840187173,0.995242475,1.84898376
B0025,27,10,24,6447.125,41.56081694,1.852410566,0.000364356,0.048280426,8,1.828126563,0.988719643,1.84898376
B0025,31,11,24,6431.219,41.0271869,1.797050076,0.00037215,0.048783948,1,1.825356334,0.987221399,1.84898376
B0025,35,12,24,6442.203,41.20659187,1.909913078,0.000355116,0.04761134,1,1.821418055,0.985091429,1.84898376
B0025,37,13,24,6427.079,41.45812421,1.934448897,0.000352637,0.04761134,3,1.830315628,0.989903572,1.84898376
B0025,39,14,24,6417.156,41.50830653,1.842588395,0.000367656,0.04761134,5,1.817549164,0.982998988,1.84898376
B0025,41,15,24,6398.907,41.3696818,1.828585254,0.000370727,0.04761134,7,1.8109012,0.979403518,1.84898376
B0025,43,16,24,6384.75,41.46226761,1.8355396,0.000370436,0.04761134,9,1.80830326,0.977998455,1.84898376
B0025,47,17,24,6284.063,41.32045149,1.949278392,0.000354489,0.047827831,1,1.792801615,0.969614582,1.84898376
B0025,51,18,24,6370.937,41.29100353,1.736330171,0.000386458,0.048715102,1,1.81256315,0.980302363,1.84898376
B0025,53,19,24,6359.812,41.08913601,1.710528058,0.000391655,0.048715102,3,1.807772607,0.977711458,1.84898376
B0025,55,20,24,6346.156,41.02067281,1.675534279,0.000397994,0.048715102,5,1.804805518,0.976106744,1.84898376
B0025,57,21,24,6328.172,40.7358895,1.6704419,0.000399889,0.048715102,7,1.800538556,0.973799011,1.84898376
B0025,59,22,24,6326.062,40.76227622,1.701650771,0.000395031,0.048715102,9,1.79423561,0.97039014,1.84898376
B0025,66,23,24,6352.843,39.71112605,1.889103506,0.000363605,0.048428361,1,1.807409052,0.977514833,1.84898376
B0025,68,24,24,6309.172,39.79704306,1.756482387,0.000387406,0.048428361,3,1.790250482,0.968234833,1.84898376
B0025,70,25,24,6284.297,39.64019141,1.832398156,0.000376743,0.048428361,5,1.796122385,0.971410579,1.84898376
B0025,72,26,24,6265.969,39.75344189,1.897126866,0.000367621,0.048428361,7,1.791223669,0.968761169,1.84898376
B0025,74,27,24,6266.641,39.5731719,1.993495831,0.000352107,0.048428361,9,1.785482237,0.965655987,1.84898376
B0025,78,28,24,6198.75,39.45687788,1.967955095,0.000356834,0.047853306,1,1.767789078,0.95608686,1.84898376
B0026,4,1,24,6515.422,40.7114555,1.980690373,0.000338392,0.091207581,1,1.81325043,0.998195807,1.816527796
B0026,6,2,24,6516.219,40.56984372,1.929682107,0.000347181,0.091207581,3,1.814976009,0.99914574,1.816527796
B0026,8,3,24,6489.5,40.42073541,2.169258771,0.000311604,0.091207581,5,1.813535418,0.998352694,1.816527796
B0026,10,4,24,6471.25,40.83935975,1.898741106,0.000353836,0.091207581,7,1.815149273,0.999241122,1.816527796
B0026,12,5,24,6466.672,40.76259797,1.909547881,0.000352868,0.091207581,9,1.814291301,0.998768808,1.816527796
B0026,16,6,24,6410.672,39.78739653,2.044256084,0.000302978,0.090169194,1,1.386337342,0.763179812,1.816527796
