Battery_ID,Cycle_Index,Discharge_Index,Ambient_Temperature,Discharge_Time_Seconds,Max_Temp_Reached,Min_Voltage_Recorded,Voltage_Drop_Rate_V_per_sec,Internal_Resistance_Re,Cycles_Since_Impedance,Capacity_Ahr,SoH
B0026,31,11,24,6431.219,40.09802201,1.896444378,0.000348529,0.090248548,1,1.717679233,0.947292886
B0026,35,12,24,6442.203,40.34748377,2.039907733,0.000333149,0.089615062,1,1.809804813,0.998099757
B0026,37,13,24,6427.079,40.65512552,2.131263441,0.000320338,0.089615062,3,1.806556213,0.996308167
B0026,39,14,24,6417.156,40.78648924,1.878278562,0.000359939,0.089615062,5,1.793815571,0.989281757
B0026,41,15,24,6398.907,40.6454503,1.964055315,0.000347605,0.089615062,7,1.799304949,0.992309126
B0026,43,16,24,6384.75,40.75354843,1.902860093,0.000357786,0.089615062,9,1.784219745,0.983989699
B0026,47,17,24,6284.063,40.90407081,2.066791179,0.000326147,0.089438116,1,1.681881992,0.927550858
B0026,51,18,24,6370.937,40.76016987,2.173569722,0.000315402,0.089855554,1,1.800751938,0.993107134
B0026,53,19,24,6359.812,40.86760057,1.869998135,0.000364583,0.089855554,3,1.795972684,0.990471396
B0026,55,20,24,6346.156,40.84577248,1.834360851,0.000371123,0.089855554,5,1.793102694,0.988888608
B0026,57,21,24,6328.172,40.61328442,1.858801392,0.000368574,0.089855554,7,1.801026754,0.993258694
B0026,59,22,24,6326.062,40.55411445,2.165655371,0.000319587,0.089855554,9,1.78245723,0.983017679
B0026,66,23,24,6352.843,39.89740048,2.161441727,0.000318902,0.089450057,1,1.795930303,0.990448022
B0026,68,24,24,6309.172,40.14800956,1.835778476,0.000372781,0.089450057,3,1.778314213,0.980732823
B0026,70,25,24,6284.297,40.16428172,1.773075206,0.000384234,0.089450057,5,1.771719093,0.977095642
B0026,72,26,24,6265.969,40.34822919,1.803496922,0.000380649,0.089450057,7,1.779074949,0.981152365
B0026,74,27,24,6266.641,40.15513606,1.801916298,0.000380876,0.089450057,9,1.773322978,0.977980178
B0026,78,28,24,6198.75,40.01460074,2.094755756,0.000334484,0.089407911,1,1.768754111,0.975460467
B0027,4,1,24,6515.422,42.07194057,2.440795202,0.000270304,0.085483345,1,1.823307774,1
B0027,6,2,24,6516.219,42.52645961,2.419306096,0.000274339,0.085483345,3,1.814238465,0.995025903
B0027,8,3,24,6489.5,42.65704115,2.498236353,0.000263171,0.085483345,5,1.812859679,0.994269703
B0027,10,4,24,6471.25,43.07456793,2.479835818,0.000266836,0.085483345,7,1.814424245,0.995127795
B0027,12,5,24,6466.672,43.12836632,2.466931382,0.000269037,0.085483345,9,1.812800334,0.994237155
B0027,16,6,24,6410.672,42.92794674,2.492471012,0.000263655,0.107221435,1,1.79460387,0.984257236
B0027,20,7,24,6474.156,42.34490966,2.423219327,0.00027482,0.10276918,1,1.816519171,0.996276765
B0027,23,8,24,6460.75,42.50145922,2.479112056,0.000267467,0.10276918,4,1.819833557,0.998094552
B0027,25,9,24,6448.907,42.75456096,2.428102704,0.000275788,0.10276918,6,1.816980986,0.996530049
B0027,27,10,24,6447.125,43.20868549,2.420209551,0.000277086,0.10276918,8,1.804760271,0.989827552
B0027,31,11,24,6431.219,42.59572185,2.399889015,0.000279123,0.10381158,1,1.802177888,0.988411235
B0027,35,12,24,6442.203,42.6336573,2.483742347,0.000266775,0.099803555,1,1.810054376,0.992731124
B0027,37,13,24,6427.079,42.89197474,2.382935984,0.000283769,0.099803555,3,1.81916187,0.997726163
B0027,39,14,24,6417.156,42.73670304,2.490383974,0.000267234,0.099803555,5,1.806344581,0.990696473
B0027,41,15,24,6398.907,42.71819238,2.397890404,0.000282557,0.099803555,7,1.812000638,0.993798559
B0027,43,16,24,6384.75,42.87852551,2.419375573,0.000279679,0.099803555,9,1.80923857,0.992283692
B0027,47,17,24,6284.063,42.99196483,2.444119634,0.000276531,0.099506803,1,1.782071772,0.977383959
B0027,51,18,24,6370.937,42.92014788,2.395925863,0.000283615,0.100185457,1,1.814550456,0.995197016
B0027,53,19,24,6359.812,42.77821016,2.408349642,0.000282726,0.100185457,3,1.809153485,0.992237027
B0027,55,20,24,6346.156,42.71393681,2.399239705,0.000284762,0.100185457,5,1.806555151,0.990811961
B0027,57,21,24,6328.172,42.66066962,2.378335965,0.000288729,0.100185457,7,1.802401656,0.988533961
B0027,59,22,24,6326.062,42.64239691,2.437999479,0.000279571,0.100185457,9,1.796433168,0.985260521
B0027,66,23,24,6352.843,41.86831728,2.484818013,0.000270425,0.097556123,1,1.808803693,0.992045182
B0027,68,24,24,6309.172,41.9720796,2.456168013,0.000277395,0.097556123,3,1.791552775,0.982583851
B0027,70,25,24,6284.297,41.92250461,2.469799583,0.000276236,0.097556123,5,1.785337519,0.979175071
B0027,72,26,24,6265.969,42.1430077,2.491582666,0.00027359,0.097556123,7,1.79320921,0.98349233
B0027,74,27,24,6266.641,42.43039552,2.394485974,0.000289002,0.097556123,9,1.787309771,0.98025676
B0027,78,28,24,6198.75,42.03337245,2.424981608,0.000284125,0.099965263,1,1.770092625,0.970813952
B0028,4,1,24,6515.422,31.67972824,2.615139768,0.000240471,0.081764587,1,1.804684772,1
B0028,6,2,24,6516.219,31.42728999,2.578716048,0.000246782,0.081764587,3,1.804783321,1.000054608
B0028,8,3,24,6489.5,31.69421013,2.679890874,0.000232224,0.081764587,5,1.797618668,0.996084577
B0028,10,4,24,6471.25,31.84994705,2.674600587,0.000233484,0.081764587,7,1.792991369,0.993520529
B0028,12,5,24,6466.672,31.8919766,2.655983639,0.000236675,0.081764587,9,1.791918008,0.992925765
B0028,16,6,24,6410.672,31.64783953,2.55876013,0.000250962,0.080497553,1,1.775026136,0.983565753
B0028,20,7,24,6474.156,31.6671716,2.684075981,0.000231552,0.079213991,1,1.792048785,0.992998231
B0028,23,8,24,6460.75,31.54307531,2.692955181,0.000230732,0.079213991,4,1.790475802,0.992126619
B0028,25,9,24,6448.907,31.63889283,2.66409158,0.000236015,0.079213991,6,1.786836509,0.990110039
B0028,27,10,24,6447.125,32.06283965,2.599501054,0.00024609,0.079213991,8,1.787152962,0.990285389
B0028,31,11,24,6431.219,31.17821904,2.598771202,0.000245497,0.078866428,1,1.781634062,0.987227293
B0028,35,12,24,6442.203,31.83043024,2.568337342,0.000250727,0.078026844,1,1.785023514,0.989105433
B0028,37,13,24,6427.079,32.176677,2.571655326,0.000251316,0.078026844,3,1.780386543,0.986536026
B0028,39,14,24,6417.156,32.10157906,2.546440341,0.000255564,0.078026844,5,1.778906086,0.985715685
B0028,41,15,24,6398.907,31.9272258,2.54889057,0.000255937,0.078026844,7,1.773838752,0.982907807
B0028,43,16,24,6384.75,32.17577171,2.592227961,0.000249686,0.078026844,9,1.769682882,0.980604984
B0028,47,17,24,6284.063,32.50607956,2.598546956,0.000249168,0.078754915,1,1.740878728,0.964644217
B0028,51,18,24,6370.937,32.36361154,2.69249072,0.000233998,0.080195105,1,1.764818974,0.977909828
B0028,53,19,24,6359.812,32.23987481,2.617342176,0.00024653,0.080195105,3,1.761785739,0.976229071
B0028,55,20,24,6346.156,32.12093939,2.624020307,0.000246094,0.080195105,5,1.757706104,0.973968491
B0028,57,21,24,6328.172,31.87677337,2.635258758,0.000245049,0.080195105,7,1.751937596,0.970772083
B0028,59,22,24,6326.062,32.13891568,2.540126039,0.000260132,0.080195105,9,1.752124404,0.970875596
B0028,66,23,24,6352.843,31.30995086,2.578459071,0.000252702,0.079499153,1,1.759771413,0.975112907
B0028,68,24,24,6309.172,31.4439004,2.615668113,0.000248835,0.079499153,3,1.748301132,0.96875707
B0028,70,25,24,6284.297,31.38382014,2.673667309,0.000240664,0.079499153,5,1.741148263,0.964793569
B0028,72,26,24,6265.969,31.36011666,2.653196623,0.000244636,0.079499153,7,1.736383332,0.962153257
B0028,74,27,24,6266.641,31.44534438,2.530628054,0.000264115,0.079499153,9,1.736559066,0.962250634
B0028,78,28,24,6198.75,31.55025105,2.651385293,0.000244599,0.080310378,1,1.717233565,0.951542115
B0029,2,1,43,1572.359,58.72626886,1.999936473,0.001350087,0.028340456,1,1.697507332,1
B0029,4,2,43,1723.281,59.76796387,1.852059093,0.001363264,0.028340456,3,1.844701207,1.086711776
B0029,6,3,43,1705.906,59.84434732,1.885725825,0.001357065,0.028340456,5,1.825437667,1.075363642
B0029,8,4,43,1697.688,59.91994728,1.85347775,0.001382905,0.028340456,7,1.81575043,1.0696569
B0029,10,5,43,1686.094,59.89475355,1.913443763,0.001357026,0.028340456,9,1.813299334,1.068212961
B0029,14,6,43,1678.563,59.58813236,1.939236667,0.001341144,0.028141321,1,1.815164762,1.069311883
B0029,16,7,43,1677.469,59.81336613,1.926680417,0.001356112,0.028141321,3,1.814331796,1.068821183
B0029,18,8,43,1666.093,59.75433533,1.890707923,0.00138696,0.028141321,5,1.801343602,1.06116985
B0029,20,9,43,1654.328,59.77372426,1.93249159,0.001371743,0.028141321,7,1.78815588,1.053400976
B0029,22,10,43,1643.812,59.80010735,1.971366526,0.001356647,0.028141321,9,1.77607146,1.046282055
B0029,26,11,43,1652.266,59.92418746,1.852379629,0.001417028,0.028862177,1,1.785280745,1.051707236
B0029,28,12,43,1648.672,60.1209049,1.838596849,0.001432458,0.028862177,3,1.76981164,1.042594401
B0029,30,13,43,1636.969,60.15908337,1.83322692,0.00144605,0.028862177,5,1.756523168,1.034766174
B0029,32,14,43,1625.187,60.03306236,1.880995536,0.001426872,0.028862177,7,1.754341328,1.033480854
B0029,34,15,43,1622.016,60.15567528,1.800038174,0.001479489,0.028862177,9,1.739287551,1.024612688
B0029,38,16,43,1638.422,59.7082633,1.941592871,0.001370097,0.028293754,1,1.779784511,1.04846941
B0029,40,17,43,1646.438,59.82607254,1.972461939,0.001353417,0.028293754,3,1.765708851,1.040177452
B0029,42,18,43,1634.765,59.97193555,1.916608674,0.001397421,0.028293754,5,1.752394141,1.032333768
B0029,44,19,43,1622.016,59.90509097,1.941628602,0.001392566,0.028293754,7,1.738019123,1.023865458
B0029,46,20,43,1616.25,60.00388451,1.875448412,0.001438594,0.028293754,9,1.731221444,1.019860952
B0029,50,21,43,1622.218,60.25771781,1.838092729,0.001452713,0.027999485,1,1.737912899,1.023802882
B0029,52,22,43,1619.656,59.90492727,1.999771638,0.001358861,0.027999485,3,1.722427068,1.014680194
B0029,54,23,43,1605.484,60.33243416,1.831751411,0.001475593,0.027999485,5,1.718421377,1.012320444
B0029,56,24,43,1600.75,59.98669671,1.973955922,0.00139069,0.027999485,7,1.701022093,1.002070542
B0029,58,25,43,1595,59.99528714,1.906949053,0.001437896,0.027999485,9,1.69369874,0.997756362
B0029,62,26,43,1612.422,59.98821697,1.999627867,0.001360577,0.028154278,1,1.713072721,1.009169556
B0029,64,27,43,1598.969,60.01985636,1.929736139,0.001420096,0.028154278,3,1.697697269,1.000111892
B0029,66,28,43,1592.187,60.26410092,1.811689568,0.001500239,0.028154278,5,1.689931403,0.995537027
B0029,68,29,43,1577.484,59.92046248,1.961073175,0.001419477,0.028154278,7,1.685023551,0.992645816
B0029,70,30,43,1571.547,59.88769251,1.948271839,0.001433033,0.028154278,9,1.678389965,0.988737977
B0029,74,31,43,1578.484,60.1589354,1.867494399,0.001475052,0.027645015,1,1.673794749,0.986030939
B0029,76,32,43,1574.469,60.04748236,1.926783206,0.001443875,0.027645015,3,1.668789893,0.983082583
B0029,78,33,43,1568.281,60.16786337,1.869562035,0.001486112,0.027645015,5,1.649256631,0.971575556
B0029,80,34,43,1561.422,60.09738415,1.888127707,0.001480634,0.027645015,7,1.640967676,0.966692541
B0029,82,35,43,1554.234,60.02940148,1.92645482,0.001463158,0.027645015,9,1.645636023,0.96944266
B0029,86,36,43,1573.734,60.33090148,1.849774285,0.001489592,0.028256362,1,1.654547744,0.974692546
B0029,88,37,43,1566.578,59.88870263,1.988399314,0.001411617,0.028256362,3,1.646120152,0.96972786
B0029,90,38,43,1550.047,60.13011666,1.882271606,0.001495047,0.028256362,5,1.627511919,0.958765767
B0029,92,39,43,1543.64,60.2052814,1.869301978,0.001509936,0.028256362,7,1.620053053,0.954371756
B0029,94,40,43,1536.781,60.2449466,1.84335543,0.001533547,0.028256362,9,1.612079812,0.949674727
B0030,2,1,43,1572.359,61.11438949,2.127417045,0.001268038,0.06341818,1,1.65607061,1
B0030,4,2,43,1723.281,61.99908719,2.140106047,0.001190442,0.06341818,3,1.781554875,1.075772292
B0030,6,3,43,1705.906,61.89071494,2.165723782,0.001187399,0.06341818,5,1.761969228,1.063945714
B0030,8,4,43,1697.688,62.21420541,2.095376108,0.001234699,0.06341818,7,1.751755032,1.057777985
B0030,10,5,43,1686.094,62.31179793,2.125246655,0.001225412,0.06341818,9,1.738168807,1.049574092
B0030,14,6,43,1678.563,62.29994268,2.075963213,0.001254033,0.064275664,1,1.750674529,1.057125535
B0030,16,7,43,1677.469,62.48134926,2.044007068,0.001280149,0.064275664,3,1.749104765,1.05617765
B0030,18,8,43,1666.093,62.15821265,2.173948549,0.001211055,0.064275664,5,1.725254403,1.041775872
B0030,20,9,43,1654.328,62.11029841,2.171263139,0.00122128,0.064275664,7,1.711262137,1.033326796
B0030,22,10,43,1643.812,62.21537293,2.17227906,0.00122778,0.064275664,9,1.699041839,1.025947704
B0030,26,11,43,1652.266,62.42078137,2.139914087,0.001237714,0.064453468,1,1.718577004,1.037743798
B0030,28,12,43,1648.672,62.42541404,2.112329336,0.00126105,0.064453468,3,1.703247229,1.028487082
B0030,30,13,43,1636.969,62.43136471,2.114172606,0.001269076,0.064453468,5,1.689458045,1.020160635
B0030,32,14,43,1625.187,62.27459159,2.169705464,0.001243815,0.064453468,7,1.675613629,1.011800837
B0030,34,15,43,1622.016,62.57843701,2.050220325,0.001319982,0.064453468,9,1.671840714,1.009522604
B0030,38,16,43,1638.422,62.47198799,2.056845844,0.001295041,0.063769418,1,1.723305668,1.04059915
B0030,40,17,43,1646.438,62.6782874,2.002654873,0.001328703,0.063769418,3,1.709207291,1.032086
B0030,42,18,43,1634.765,62.48426799,2.098247338,0.001279119,0.063769418,5,1.684001734,1.016865902
B0030,44,19,43,1622.016,62.52066026,2.095250036,0.001291039,0.063769418,7,1.668986988,1.007799413
B0030,46,20,43,1616.25,62.83792318,1.965222518,0.001375245,0.063769418,9,1.662068936,1.003622024
B0030,50,21,43,1622.218,62.4759651,2.164930094,0.001244311,0.065299154,1,1.668704963,1.007629115
B0030,52,22,43,1619.656,62.54340292,2.110710194,0.001283181,0.065299154,3,1.652762184,0.998002243
B0030,54,23,43,1605.484,62.54253782,2.154272423,0.001266868,0.065299154,5,1.648481366,0.995417319
B0030,56,24,43,1600.75,62.63316973,2.056878607,0.001331917,0.065299154,7,1.630740644,0.984704779
B0030,58,25,43,1595,62.63885708,2.061933049,0.001334037,0.065299154,9,1.62323023,0.980169699
B0030,62,26,43,1612.422,62.50972829,2.182829077,0.001239931,0.064329279,1,1.654190654,0.99886481
B0030,64,27,43,1598.969,62.4143043,2.152270346,0.001274114,0.064329279,3,1.638514397,0.989398874
B0030,66,28,43,1592.187,62.71706661,1.985366425,0.001383887,0.064329279,5,1.618847673,0.97752334
B0030,68,29,43,1577.484,62.55456604,2.085108475,0.001332664,0.064329279,7,1.613421227,0.97424664
B0030,70,30,43,1571.547,62.48691429,2.11568097,0.001319186,0.064329279,9,1.60664436,0.970154504
B0030,74,31,43,1578.484,62.59235284,2.085880604,0.001329539,0.065059251,1,1.613838788,0.974498779
B0030,76,32,43,1574.469,62.84622215,1.945286389,0.001424762,0.065059251,3,1.596329501,0.96392599
B0030,78,33,43,1568.281,63.02421567,1.91666049,0.001448427,0.065059251,5,1.589078587,0.959547605
B0030,80,34,43,1561.422,63.00027241,1.92725099,0.001447714,0.065059251,7,1.580548143,0.95439659
B0030,82,35,43,1554.234,62.80130767,2.051939171,0.001375525,0.065059251,9,1.584613105,0.956851173
B0030,86,36,43,1573.734,62.7374053,2.044759329,0.001358852,0.064684504,1,1.593665122,0.962317134
B0030,88,37,43,1566.578,62.57852749,2.11236703,0.001324423,0.064684504,3,1.584987413,0.957077194
B0030,90,38,43,1550.047,62.84908045,2.029028311,0.001392913,0.064684504,5,1.578706497,0.953284533
B0030,92,39,43,1543.64,62.72846446,2.057417523,0.001380683,0.064684504,7,1.570705516,0.948453228
B0030,94,40,43,1536.781,62.69299471,2.068863284,0.001379429,0.064684504,9,1.562780404,0.943667737
B0031,2,1,43,1572.359,60.8463247,2.494437258,0.00103165,0.04012452,1,1.666675194,1
B0031,4,2,43,1723.281,61.81769411,2.470379105,0.00100745,0.04012452,3,1.832858363,1.099709391
B0031,6,3,43,1705.906,61.82805706,2.432998202,0.00103965,0.04012452,5,1.8139835,1.088384531
B0031,8,4,43,1697.688,61.95644236,2.455290559,0.001031607,0.04012452,7,1.804438733,1.082657701
B0031,10,5,43,1686.094,62.09957051,2.379788594,0.00108355,0.04012452,9,1.802147684,1.081283078
B0031,14,6,43,1678.563,62.03750729,2.370453106,0.00107354,0.040718729,1,1.771564751,1.062933412
B0031,16,7,43,1677.469,61.84294868,2.479852487,0.001029461,0.040718729,3,1.813992817,1.088390121
B0031,18,8,43,1666.093,61.83794765,2.476551695,0.001038512,0.040718729,5,1.801326104,1.080790133
B0031,20,9,43,1654.328,61.84646586,2.35967447,0.001116634,0.040718729,7,1.788372258,1.073017865
B0031,22,10,43,1643.812,61.76013799,2.41950908,0.001087304,0.040718729,9,1.776540166,1.065918646
B0031,26,11,43,1652.266,61.91960615,2.348966821,0.001116636,0.040699219,1,1.785620913,1.071367066
B0031,28,12,43,1648.672,61.86471031,2.399709439,0.001096001,0.040699219,3,1.781363404,1.068812574
B0031,30,13,43,1636.969,61.7739348,2.41680593,0.001093724,0.040699219,5,1.768489838,1.061088474
B0031,32,14,43,1625.187,61.64539051,2.471072287,0.001068127,0.040699219,7,1.766505238,1.05989772
B0031,34,15,43,1622.016,61.88870329,2.404447264,0.001111151,0.040699219,9,1.751740528,1.051038939
B0031,38,16,43,1638.422,61.98674237,2.405938769,0.001076061,0.040505499,1,1.735234931,1.041135632
B0031,40,17,43,1646.438,61.73655453,2.386904671,0.001105613,0.040505499,3,1.778277827,1.066961237
B0031,42,18,43,1634.765,61.82230521,2.365034266,0.001126932,0.040505499,5,1.764989486,1.058988273
B0031,44,19,43,1622.016,61.70265738,2.418677552,0.001102749,0.040505499,7,1.762591284,1.057549359
B0031,46,20,43,1616.25,61.83339482,2.360775838,0.001142083,0.040505499,9,1.744314576,1.046583391
B0031,50,21,43,1622.218,61.71886225,2.450559709,0.001077593,0.040611418,1,1.762837375,1.057697013
B0031,52,22,43,1619.656,61.94561507,2.342882907,0.001151149,0.040611418,3,1.747857931,1.048709393
B0031,54,23,43,1605.484,61.68681562,2.411955819,0.001118225,0.040611418,5,1.744116734,1.046464686
B0031,56,24,43,1600.75,61.72142338,2.341322253,0.001165596,0.040611418,7,1.726842293,1.036100075
B0031,58,25,43,1595,61.9223684,2.328244466,0.001178039,0.040611418,9,1.720309349,1.032180328
B0031,62,26,43,1612.422,61.87504932,2.318164845,0.001164695,0.04172654,1,1.739424552,1.043649391
B0031,64,27,43,1598.969,61.49120341,2.454823685,0.001095783,0.04172654,3,1.736738442,1.042037733
B0031,66,28,43,1592.187,61.70751319,2.358430986,0.001161259,0.04172654,5,1.716963468,1.03017281
B0031,68,29,43,1577.484,61.49432038,2.46604014,0.00110353,0.04172654,7,1.712777356,1.027661155
B0031,70,30,43,1571.547,61.5059048,2.442554361,0.001122791,0.04172654,9,1.706108347,1.02365977
B0031,74,31,43,1578.484,61.58650299,2.455972936,0.001106324,0.040710936,1,1.713732696,1.028234357
B0031,76,32,43,1574.469,61.66803037,2.345188634,0.00118238,0.040710936,3,1.70934758,1.0256033
B0031,78,33,43,1568.281,61.83745125,2.304815708,0.001212995,0.040710936,5,1.690100045,1.014054839
B0031,80,34,43,1561.422,61.77913593,2.327904772,0.001203463,0.040710936,7,1.694688334,1.016807798
B0031,82,35,43,1554.234,61.63755728,2.36724314,0.001183686,0.040710936,9,1.687010991,1.012201416
B0031,86,36,43,1573.734,61.76541153,2.3293191,0.00118789,0.040793634,1,1.695706903,1.017418936
B0031,88,37,43,1566.578,61.71412205,2.313616978,0.001208551,0.040793634,3,1.68769689,1.012612953
B0031,90,38,43,1550.047,61.46370524,2.464103908,0.001124187,0.040793634,5,1.681961713,1.009171864
B0031,92,39,43,1543.64,61.45868723,2.450218643,0.001138035,0.040793634,7,1.675003389,1.004996891
B0031,94,40,43,1536.781,61.44540062,2.465087968,0.001133544,0.040793634,9,1.667298779,1.000374149
B0032,2,1,43,1572.359,59.47600708,2.627096919,0.00092849,0.070664516,1,1.704864107,1
B0032,4,2,43,1723.281,60.12129089,2.667264695,0.000882375,0.070664516,3,1.894031953,1.110957727
B0032,6,3,43,1705.906,60.28987127,2.653980741,0.000899065,0.070664516,5,1.874768649,1.099658701
B0032,8,4,43,1697.688,60.57061863,2.614778885,0.000926659,0.070664516,7,1.865494718,1.094219012
B0032,10,5,43,1686.094,60.44487262,2.611753952,0.000934754,0.070664516,9,1.852739817,1.086737535
B0032,14,6,43,1678.563,60.80514996,2.68996471,0.000885648,0.069760595,1,1.844174397,1.081713428
B0032,16,7,43,1677.469,60.79131486,2.635222017,0.000925499,0.069760595,3,1.843023848,1.081038565
B0032,18,8,43,1666.093,60.82453444,2.61611668,0.00094319,0.069760595,5,1.830281817,1.073564638
B0032,20,9,43,1654.328,60.93844328,2.637757551,0.000936971,0.069760595,7,1.817383846,1.065999242
B0032,22,10,43,1643.812,61.0569288,2.642581144,0.000940071,0.069760595,9,1.805799298,1.059204244
B0032,26,11,43,1652.266,61.26264236,2.686855236,0.000903955,0.070876499,1,1.814982961,1.064590986
B0032,28,12,43,1648.672,61.30909593,2.674051627,0.000917941,0.070876499,3,1.799515037,1.055518167
B0032,30,13,43,1636.969,61.35860964,2.671228098,0.000926248,0.070876499,5,1.786651694,1.047973083
B0032,32,14,43,1625.187,61.48218877,2.68344867,0.000925458,0.070876499,7,1.773555072,1.040291167
B0032,34,15,43,1622.016,61.55806089,2.670098201,0.000935462,0.070876499,9,1.769995333,1.038203177
B0032,38,16,43,1638.422,61.75555925,2.651299448,0.000929539,0.070745512,1,1.79952608,1.055524644
B0032,40,17,43,1646.438,61.78814874,2.625703439,0.000948203,0.070745512,3,1.796853068,1.05395677
B0032,42,18,43,1634.765,62.02679688,2.636398509,0.000948665,0.070745512,5,1.78382655,1.046315975
B0032,44,19,43,1622.016,62.0592208,2.609138528,0.000972993,0.070745512,7,1.769644449,1.037997364
B0032,46,20,43,1616.25,61.81678432,2.692827326,0.000924752,0.070745512,9,1.751294046,1.027233806
B0032,50,21,43,1622.218,62.13034563,2.658005348,0.000938418,0.071332626,1,1.76975543,1.03806246
B0032,52,22,43,1619.656,62.20855323,2.622656734,0.000966021,0.071332626,3,1.754772693,1.029274231
B0032,54,23,43,1605.484,62.27936068,2.65796734,0.000952301,0.071332626,5,1.738916636,1.019973749
B0032,56,24,43,1600.75,62.40536913,2.6244978,0.000976337,0.071332626,7,1.733720052,1.016925657
B0032,58,25,43,1595,62.21600779,2.669354994,0.000951609,0.071332626,9,1.71509726,1.006002327
B0032,62,26,43,1612.422,62.61579601,2.624599205,0.000964316,0.07176152,1,1.746292615,1.024300182
B0032,64,27,43,1598.969,62.26360589,2.682984874,0.000940651,0.07176152,3,1.719149262,1.008379058
B0032,66,28,43,1592.187,62.42580064,2.667124617,0.000954581,0.07176152,5,1.711582246,1.003940571
B0032,68,29,43,1577.484,62.55940408,2.633445497,0.000984933,0.07176152,7,1.69510512,0.994275797
B0032,70,30,43,1571.547,62.58262938,2.613353872,0.001001415,0.07176152,9,1.700512437,0.997447497
B0032,74,31,43,1578.484,62.57090442,2.647938107,0.000971767,0.071373796,1,1.708098935,1.001897411
B0032,76,32,43,1574.469,62.42898687,2.67159417,0.000962429,0.071373796,3,1.691435431,0.992123315
B0032,78,33,43,1568.281,62.43152364,2.646261497,0.000982365,0.071373796,5,1.684449433,0.98802563
B0032,80,34,43,1561.422,62.57293286,2.671863623,0.000970332,0.071373796,7,1.664037582,0.976052915
B0032,82,35,43,1554.234,62.57967645,2.637275238,0.000996968,0.071373796,9,1.668637201,0.978750854
B0032,86,36,43,1573.734,62.96996563,2.602751579,0.001002787,0.072146162,1,1.689934408,0.99124288
B0032,88,37,43,1566.578,62.75574289,2.634449645,0.000990967,0.072146162,3,1.669431713,0.97921688
B0032,90,38,43,1550.047,62.70443034,2.612265283,0.001015689,0.072146162,5,1.663422676,0.975692238
B0032,92,39,43,1543.64,62.46020748,2.687494825,0.000971326,0.072146162,7,1.64361522,0.964074035
B0032,94,40,43,1536.781,62.78975436,2.607635871,0.001027552,0.072146162,9,1.635800087,0.959490015
B0033,1,1,24,1819.406,34.97334193,1.984859846,0.000930171,0.102984201,0,0.068425722,1
B0033,5,2,24,3260.531,47.8762256,1.981623433,0.000677645,0.102984201,1,0.689569901,10.07764151
B0033,7,3,24,3265.75,53.52137415,1.287217553,0.000891192,0.102984201,3,1.161084819,16.96854309
B0033,9,4,24,3264.109,53.59969492,1.924993735,0.00069692,0.102984201,5,1.252939305,18.31094012
B0033,11,5,24,3253.531,53.81770081,1.94801874,0.000692339,0.102984201,7,1.302918002,19.04134815
B0033,13,6,24,3242.578,53.57104302,1.891347071,0.00071221,0.102984201,9,1.321877321,19.31842697
B0033,17,7,24,3234.625,54.60856797,1.193245881,0.000928804,0.112711181,1,1.288469442,18.83019129
B0033,19,8,24,3235.36,54.19146373,1.917051517,0.00070578,0.112711181,3,1.713169326,25.03691983
B0033,21,9,24,3236.125,52.93433121,1.908450292,0.000707887,0.112711181,5,1.656096678,24.20283805
B0033,23,10,24,3230.25,52.50320361,1.952980267,0.000695758,0.112711181,7,1.619729734,23.67135746
B0033,25,11,24,3226.078,52.17652816,1.988995135,0.000685562,0.112711181,9,1.604655812,23.45106132
B0033,29,12,24,3224.5,52.04937847,1.963454872,0.000692413,0.088603448,1,1.625569977,23.75670902
B0033,31,13,24,3222.188,51.73549267,1.959656499,0.000695515,0.088603448,3,1.590096731,23.23828927
B0033,33,14,24,3216.546,51.66117418,1.922437538,0.000708072,0.088603448,5,1.57394023,23.00217191
B0033,35,15,24,3211.859,51.20270859,1.970153503,0.000693942,0.088603448,7,1.571130335,22.96110702
B0033,37,16,24,3215.859,51.54633126,1.905619825,0.000713579,0.088603448,9,1.589770615,23.23352329
B0033,41,17,24,3225.125,51.68734548,1.919484138,0.000704768,0.078138008,1,1.625737877,23.75916278
B0033,43,18,24,3234.343,51.80664556,1.897658438,0.000712392,0.078138008,3,1.652350633,24.14809191
B0033,45,19,24,3218.25,51.01352463,1.949195077,0.00069975,0.078138008,5,1.614381676,23.59319886
B0033,47,20,24,3203.5,50.61262579,1.984512151,0.000692057,0.078138008,7,1.586974534,23.19266028
B0033,49,21,24,3194.39,50.47623197,1.956355267,0.00070293,0.078138008,9,1.581835557,23.11755728
B0033,53,22,24,3225.219,52.80944186,1.954153067,0.000689507,0.076747149,1,1.691976941,24.7272061
B0033,57,23,24,3252.985,52.00129875,1.904497266,0.00070473,0.077953836,1,1.68794838,24.66833116
B0033,59,24,24,3245.25,51.6559874,1.874834636,0.000716606,0.077953836,3,1.658622301,24.23974848
B0033,61,25,24,3235.031,51.50939532,1.897981208,0.000711627,0.077953836,5,1.642017903,23.99708539
B0033,63,26,24,3228.141,51.25839716,1.991339491,0.000684096,0.077953836,7,1.638181079,23.94101255
B0033,65,27,24,3217.875,51.77188969,1.871020702,0.000723598,0.077953836,9,1.642289251,24.00105097
B0033,69,28,24,3220.219,51.7375947,1.94496575,0.000699266,0.077872213,1,1.651270876,24.13231192
