Battery_ID,Cycle_Index,Discharge_Index,Ambient_Temperature,Discharge_Time_Seconds,Max_Temp_Reached,Min_Voltage_Recorded,Voltage_Drop_Rate_V_per_sec,Internal_Resistance_Re,Cycles_Since_Impedance,Capacity_Ahr,SoH,Baseline_Capacity_Ahr,Charge_Rate_Proxy,Time_Since_Reset_Cycles
B0025,23,8,24,6460.75,41.40744159,1.741163455,0.000380744,0.048280426,4,1.843059562,0.9967959707769418,1.84898376,0.380744,4
B0025,25,9,24,6448.907,41.08911291,1.990361763,0.000342867,0.048280426,6,1.840187173,0.9952424747094588,1.84898376,0.34286700000000003,6
B0025,27,10,24,6447.125,41.56081694,1.852410566,0.000364356,0.048280426,8,1.828126563,0.9887196429459176,1.84898376,0.36435599999999996,8
B0025,31,11,24,6431.219,41.0271869,1.797050076,0.00037215,0.048783948,1,1.825356334,0.98722139885101,1.84898376,0.37215000000000004,1
B0025,35,12,24,6442.203,41.20659187,1.909913078,0.000355116,0.04761134,1,1.821418055,0.9850914293590118,1.84898376,0.355116,1
B0025,37,13,24,6427.079,41.45812421,1.934448897,0.000352637,0.04761134,3,1.830315628,0.9899035716787472,1.84898376,0.352637,3
B0025,39,14,24,6417.156,41.50830653,1.842588395,0.000367656,0.04761134,5,1.817549164,0.9829989875086842,1.84898376,0.367656,5
B0025,41,15,24,6398.907,41.3696818,1.828585254,0.000370727,0.04761134,7,1.8109012,0.9794035183954238,1.84898376,0.37072700000000003,7
B0025,43,16,24,6384.75,41.46226761,1.8355396,0.000370436,0.04761134,9,1.80830326,0.9779984546754482,1.84898376,0.370436,9
B0025,47,17,24,6284.063,41.32045149,1.949278392,0.000354489,0.047827831,1,1.792801615,0.9696145816878348,1.84898376,0.354489,1
B0025,51,18,24,6370.937,41.29100353,1.736330171,0.000386458,0.048715102,1,1.81256315,0.980302363499396,1.84898376,0.386458,1
B0025,53,19,24,6359.812,41.08913601,1.710528058,0.000391655,0.048715102,3,1.807772607,0.9777114575630452,1.84898376,0.391655,3
B0025,55,20,24,6346.156,41.02067281,1.675534279,0.000397994,0.048715102,5,1.804805518,0.976106744171728,1.84898376,0.39799399999999996,5
B0025,57,21,24,6328.172,40.7358895,1.6704419,0.000399889,0.048715102,7,1.800538556,0.9737990105440406,1.84898376,0.399889,7
B0025,59,22,24,6326.062,40.76227622,1.701650771,0.000395031,0.048715102,9,1.79423561,0.9703901401492028,1.84898376,0.395031,9
B0025,66,23,24,6352.843,39.71112605,1.889103506,0.000363605,0.048428361,1,1.807409052,0.977514833337422,1.84898376,0.363605,1
B0025,68,24,24,6309.172,39.79704306,1.756482387,0.000387406,0.048428361,3,1.790250482,0.9682348329549416,1.84898376,0.38740600000000003,3
B0025,70,25,24,6284.297,39.64019141,1.832398156,0.000376743,0.048428361,5,1.796122385,0.9714105790739882,1.84898376,0.376743,5
B0025,72,26,24,6265.969,39.75344189,1.897126866,0.000367621,0.048428361,7,1.791223669,0.9687611691083756,1.84898376,0.367621,7
B0025,74,27,24,6266.641,39.5731719,1.993495831,0.000352107,0.048428361,9,1.785482237,0.9656559866161292,1.84898376,0.352107,9
B0025,78,28,24,6198.75,39.45687788,1.967955095,0.000356834,0.047853306,1,1.767789078,0.9560868603843228,1.84898376,0.356834,1
B0026,4,1,24,6515.422,40.7114555,1.980690373,0.000338392,0.091207581,1,1.81325043,0.9981958074039844,1.816527796,0.338392,1
B0026,6,2,24,6516.219,40.56984372,1.929682107,0.000347181,0.091207581,3,1.814976009,0.9991457400192736,1.816527796,0.347181,3
B0026,8,3,24,6489.5,40.42073541,2.169258771,0.000311604,0.091207581,5,1.813535418,0.9983526935252028,1.816527796,0.311604,5
B0026,10,4,24,6471.25,40.83935975,1.898741106,0.000353836,0.091207581,7,1.815149273,0.9992411219894156,1.816527796,0.353836,7
B0026,12,5,24,6466.672,40.76259797,1.909547881,0.000352868,0.091207581,9,1.814291301,0.9987688077193616,1.816527796,0.352868,9
B0026,16,6,24,6410.672,39.78739653,2.044256084,0.000302978,0.090169194,1,1.386337342,0.7631798120858483,1.816527796,0.302978,1
B0026,20,7,24,6474.156,40.12859055,1.858418408,0.000359241,0.090730135,1,1.816527796,1.0,1.816527796,0.359241,1
B0026,23,8,24,6460.75,40.3928701,1.92883885,0.000349869,0.090730135,4,1.808563858,0.9956158457814208,1.816527796,0.349869,4
B0026,25,9,24,6448.907,40.37811272,1.935441772,0.000349666,0.090730135,6,1.804936078,0.993618749999023,1.816527796,0.349666,6
B0026,27,10,24,6447.125,40.6345528,2.084244057,0.00032632,0.090730135,8,1.804931592,0.9936162804524462,1.816527796,0.32632,8
B0026,31,11,24,6431.219,40.09802201,1.896444378,0.000348529,0.090248548,1,1.717679233,0.9455837872573902,1.816527796,0.348529,1
B0026,35,12,24,6442.203,40.34748377,2.039907733,0.000333149,0.089615062,1,1.809804813,0.9962989924983234,1.816527796,0.333149,1
B0026,37,13,24,6427.079,40.65512552,2.131263441,0.000320338,0.089615062,3,1.806556213,0.9945106356082426,1.816527796,0.32033799999999996,3
B0026,39,14,24,6417.156,40.78648924,1.878278562,0.000359939,0.089615062,5,1.793815571,0.9874969020292385,1.816527796,0.359939,5
B0026,41,15,24,6398.907,40.6454503,1.964055315,0.000347605,0.089615062,7,1.799304949,0.990518808994872,1.816527796,0.347605,7
B0026,43,16,24,6384.75,40.75354843,1.902860093,0.000357786,0.089615062,9,1.784219745,0.9822143921655686,1.816527796,0.357786,9
B0026,47,17,24,6284.063,40.90407081,2.066791179,0.000326147,0.089438116,1,1.681881992,0.9258773775460576,1.816527796,0.326147,1
B0026,51,18,24,6370.937,40.76016987,2.173569722,0.000315402,0.089855554,1,1.800751938,0.991315377593044,1.816527796,0.315402,1
B0026,53,19,24,6359.812,40.86760057,1.869998135,0.000364583,0.089855554,3,1.795972684,0.988684394455586,1.816527796,0.364583,3
B0026,55,20,24,6346.156,40.84577248,1.834360851,0.000371123,0.089855554,5,1.793102694,0.9871044626723676,1.816527796,0.371123,5
B0026,57,21,24,6328.172,40.61328442,1.858801392,0.000368574,0.089855554,7,1.801026754,0.9914666640201524,1.816527796,0.36857399999999996,7
B0026,59,22,24,6326.062,40.55411445,2.165655371,0.000319587,0.089855554,9,1.78245723,0.9812441262528304,1.816527796,0.31958699999999995,9
B0026,66,23,24,6352.843,39.89740048,2.161441727,0.000318902,0.089450057,1,1.795930303,0.988661063681296,1.816527796,0.31890199999999996,1
B0026,68,24,24,6309.172,40.14800956,1.835778476,0.000372781,0.089450057,3,1.778314213,0.9789633920911388,1.816527796,0.372781,3
B0026,70,25,24,6284.297,40.16428172,1.773075206,0.000384234,0.089450057,5,1.771719093,0.9753327732729062,1.816527796,0.384234,5
B0026,72,26,24,6265.969,40.34822919,1.803496922,0.000380649,0.089450057,7,1.779074949,0.979382177865667,1.816527796,0.380649,7
B0026,74,27,24,6266.641,40.15513606,1.801916298,0.000380876,0.089450057,9,1.773322978,0.97621571324417,1.816527796,0.380876,9
B0026,78,28,24,6198.75,40.01460074,2.094755756,0.000334484,0.089407911,1,1.768754111,0.9737005483179516,1.816527796,0.334484,1
B0027,4,1,24,6515.422,42.07194057,2.440795202,0.000270304,0.085483345,1,1.823307774,1.0,1.823307774,0.27030400000000004,1
B0027,6,2,24,6516.219,42.52645961,2.419306096,0.000274339,0.085483345,3,1.814238465,0.9950259033996748,1.823307774,0.274339,3
B0027,8,3,24,6489.5,42.65704115,2.498236353,0.000263171,0.085483345,5,1.812859679,0.9942697030369816,1.823307774,0.263171,5
B0027,10,4,24,6471.25,43.07456793,2.479835818,0.000266836,0.085483345,7,1.814424245,0.9951277951387708,1.823307774,0.266836,7
B0027,12,5,24,6466.672,43.12836632,2.466931382,0.000269037,0.085483345,9,1.812800334,0.994237155048734,1.823307774,0.269037,9
B0027,16,6,24,6410.672,42.92794674,2.492471012,0.000263655,0.107221435,1,1.79460387,0.9842572359920184,1.823307774,0.26365500000000003,1
B0027,20,7,24,6474.156,42.34490966,2.423219327,0.00027482,0.10276918,1,1.816519171,0.9962767651754662,1.823307774,0.27482,1
B0027,23,8,24,6460.75,42.50145922,2.479112056,0.000267467,0.10276918,4,1.819833557,0.9980945526314636,1.823307774,0.267467,4
B0027,25,9,24,6448.907,42.75456096,2.428102704,0.000275788,0.10276918,6,1.816980986,0.9965300493475544,1.823307774,0.27578800000000003,6
B0027,27,10,24,6447.125,43.20868549,2.420209551,0.000277086,0.10276918,8,1.804760271,0.9898275522846532,1.823307774,0.277086,8
B0027,31,11,24,6431.219,42.59572185,2.399889015,0.000279123,0.10381158,1,1.802177888,0.9884112346246156,1.823307774,0.279123,1
B0027,35,12,24,6442.203,42.6336573,2.483742347,0.000266775,0.099803555,1,1.810054376,0.9927311240652892,1.823307774,0.26677500000000004,1
B0027,37,13,24,6427.079,42.89197474,2.382935984,0.000283769,0.099803555,3,1.81916187,0.99772616337235,1.823307774,0.283769,3
B0027,39,14,24,6417.156,42.73670304,2.490383974,0.000267234,0.099803555,5,1.806344581,0.9906964730574336,1.823307774,0.26723399999999997,5
B0027,41,15,24,6398.907,42.71819238,2.397890404,0.000282557,0.099803555,7,1.812000638,0.9937985587725574,1.823307774,0.282557,7
B0027,43,16,24,6384.75,42.87852551,2.419375573,0.000279679,0.099803555,9,1.80923857,0.9922836921990768,1.823307774,0.279679,9
B0027,47,17,24,6284.063,42.99196483,2.444119634,0.000276531,0.099506803,1,1.782071772,0.9773839597526994,1.823307774,0.27653099999999997,1
B0027,51,18,24,6370.937,42.92014788,2.395925863,0.000283615,0.100185457,1,1.814550456,0.9951970160359772,1.823307774,0.28361499999999995,1
B0027,53,19,24,6359.812,42.77821016,2.408349642,0.000282726,0.100185457,3,1.809153485,0.9922370270111072,1.823307774,0.28272600000000003,3
B0027,55,20,24,6346.156,42.71393681,2.399239705,0.000284762,0.100185457,5,1.806555151,0.9908119609651814,1.823307774,0.28476199999999996,5
B0027,57,21,24,6328.172,42.66066962,2.378335965,0.000288729,0.100185457,7,1.802401656,0.9885339610250572,1.823307774,0.288729,7
B0027,59,22,24,6326.062,42.64239691,2.437999479,0.000279571,0.100185457,9,1.796433168,0.9852605213539772,1.823307774,0.279571,9
B0027,66,23,24,6352.843,41.86831728,2.484818013,0.000270425,0.097556123,1,1.808803693,0.992045182274312,1.823307774,0.27042499999999997,1
B0027,68,24,24,6309.172,41.9720796,2.456168013,0.000277395,0.097556123,3,1.791552775,0.982583851474326,1.823307774,0.277395,3
B0027,70,25,24,6284.297,41.92250461,2.469799583,0.000276236,0.097556123,5,1.785337519,0.9791750709663788,1.823307774,0.27623600000000004,5
B0027,72,26,24,6265.969,42.1430077,2.491582666,0.00027359,0.097556123,7,1.79320921,0.9834923294743764,1.823307774,0.27359,7
B0027,74,27,24,6266.641,42.43039552,2.394485974,0.000289002,0.097556123,9,1.787309771,0.9802567599868084,1.823307774,0.289002,9
B0027,78,28,24,6198.75,42.03337245,2.424981608,0.000284125,0.099965263,1,1.770092625,0.9708139515671258,1.823307774,0.28412499999999996,1
B0028,4,1,24,6515.422,31.67972824,2.615139768,0.000240471,0.081764587,1,1.804684772,0.999945395661156,1.804783321,0.240471,1
B0028,6,2,24,6516.219,31.42728999,2.578716048,0.000246782,0.081764587,3,1.804783321,1.0,1.804783321,0.24678200000000003,3
B0028,8,3,24,6489.5,31.69421013,2.679890874,0.000232224,0.081764587,5,1.797618668,0.9960301866065394,1.804783321,0.232224,5
B0028,10,4,24,6471.25,31.84994705,2.674600587,0.000233484,0.081764587,7,1.792991369,0.9934662782713072,1.804783321,0.233484,7
B0028,12,5,24,6466.672,31.8919766,2.655983639,0.000236675,0.081764587,9,1.791918008,0.9928715470437351,1.804783321,0.236675,9
B0028,16,6,24,6410.672,31.64783953,2.55876013,0.000250962,0.080497553,1,1.775026136,0.983512045654593,1.804783321,0.25096199999999996,1
B0028,20,7,24,6474.156,31.6671716,2.684075981,0.000231552,0.079213991,1,1.792048785,0.9929440083738452,1.804783321,0.231552,1
B0028,23,8,24,6460.75,31.54307531,2.692955181,0.000230732,0.079213991,4,1.790475802,0.9920724450223352,1.804783321,0.23073200000000002,4
B0028,25,9,24,6448.907,31.63889283,2.66409158,0.000236015,0.079213991,6,1.786836509,0.9900559741487106,1.804783321,0.236015,6
B0028,27,10,24,6447.125,32.06283965,2.599501054,0.00024609,0.079213991,8,1.787152962,0.9902313154189438,1.804783321,0.24609000000000003,8
B0028,31,11,24,6431.219,31.17821904,2.598771202,0.000245497,0.078866428,1,1.781634062,0.9871733860067072,1.804783321,0.24549700000000002,1
B0028,35,12,24,6442.203,31.83043024,2.568337342,0.000250727,0.078026844,1,1.785023514,0.9890514241958688,1.804783321,0.25072700000000003,1
B0028,37,13,24,6427.079,32.176677,2.571655326,0.000251316,0.078026844,3,1.780386543,0.9864821567685575,1.804783321,0.25131600000000004,3
B0028,39,14,24,6417.156,32.10157906,2.546440341,0.000255564,0.078026844,5,1.778906086,0.9856618605131714,1.804783321,0.255564,5
B0028,41,15,24,6398.907,31.9272258,2.54889057,0.000255937,0.078026844,7,1.773838752,0.98285413620575,1.804783321,0.255937,7
B0028,43,16,24,6384.75,32.17577171,2.592227961,0.000249686,0.078026844,9,1.769682882,0.9805514387286384,1.804783321,0.249686,9
B0028,47,17,24,6284.063,32.50607956,2.598546956,0.000249168,0.078754915,1,1.740878728,0.964591542787202,1.804783321,0.24916800000000003,1
B0028,51,18,24,6370.937,32.36361154,2.69249072,0.000233998,0.080195105,1,1.764818974,0.977856429336982,1.804783321,0.23399799999999998,1
B0028,53,19,24,6359.812,32.23987481,2.617342176,0.00024653,0.080195105,3,1.761785739,0.9761757649798228,1.804783321,0.24653000000000003,3
B0028,55,20,24,6346.156,32.12093939,2.624020307,0.000246094,0.080195105,5,1.757706104,0.9739153080304868,1.804783321,0.24609399999999998,5
B0028,57,21,24,6328.172,31.87677337,2.635258758,0.000245049,0.080195105,7,1.751937596,0.9707190750351578,1.804783321,0.24504900000000002,7
B0028,59,22,24,6326.062,32.13891568,2.540126039,0.000260132,0.080195105,9,1.752124404,0.9708225821973896,1.804783321,0.260132,9
B0028,66,23,24,6352.843,31.30995086,2.578459071,0.000252702,0.079499153,1,1.759771413,0.9750596609153837,1.804783321,0.252702,1
B0028,68,24,24,6309.172,31.4439004,2.615668113,0.000248835,0.079499153,3,1.748301132,0.9687041716627212,1.804783321,0.24883499999999997,3
B0028,70,25,24,6284.297,31.38382014,2.673667309,0.000240664,0.079499153,5,1.741148263,0.9647408875849204,1.804783321,0.240664,5
B0028,72,26,24,6265.969,31.36011666,2.653196623,0.000244636,0.079499153,7,1.736383332,0.9621007196796896,1.804783321,0.24463600000000002,7
B0028,74,27,24,6266.641,31.44534438,2.530628054,0.000264115,0.079499153,9,1.736559066,0.9621980909252874,1.804783321,0.264115,9
B0028,78,28,24,6198.75,31.55025105,2.651385293,0.000244599,0.080310378,1,1.717233565,0.9514901567510664,1.804783321,0.244599,1
B0029,2,1,43,1572.359,58.72626886,1.999936473,0.001350087,0.028340456,1,1.697507332,0.9202071997126416,1.844701207,1.350087,1
B0029,4,2,43,1723.281,59.76796387,1.852059093,0.001363264,0.028340456,3,1.844701207,1.0,1.844701207,1.363264,3
B0029,6,3,43,1705.906,59.84434732,1.885725825,0.001357065,0.028340456,5,1.825437667,0.9895573657528376,1.844701207,1.357065,5
B0029,8,4,43,1697.688,59.91994728,1.85347775,0.001382905,0.028340456,7,1.81575043,0.984305980345141,1.844701207,1.382905,7
B0029,10,5,43,1686.094,59.89475355,1.913443763,0.001357026,0.028340456,9,1.813299334,0.98297725784488,1.844701207,1.3570259999999998,9
B0029,14,6,43,1678.563,59.58813236,1.939236667,0.001341144,0.028141321,1,1.815164762,0.9839884936986436,1.844701207,1.3411440000000001,1
B0029,16,7,43,1677.469,59.81336613,1.926680417,0.001356112,0.028141321,3,1.814331796,0.983536948485338,1.844701207,1.356112,3
B0029,18,8,43,1666.093,59.75433533,1.890707923,0.00138696,0.028141321,5,1.801343602,0.9764961366992808,1.844701207,1.38696,5
B0029,20,9,43,1654.328,59.77372426,1.93249159,0.001371743,0.028141321,7,1.78815588,0.9693471621390878,1.844701207,1.371743,7
B0029,22,10,43,1643.812,59.80010735,1.971366526,0.001356647,0.028141321,9,1.77607146,0.962796280102396,1.844701207,1.3566470000000002,9
B0029,26,11,43,1652.266,59.92418746,1.852379629,0.001417028,0.028862177,1,1.785280745,0.967788570975874,1.844701207,1.4170280000000002,1
B0029,28,12,43,1648.672,60.1209049,1.838596849,0.001432458,0.028862177,3,1.76981164,0.9594028741804796,1.844701207,1.432458,3
B0029,30,13,43,1636.969,60.15908337,1.83322692,0.00144605,0.028862177,5,1.756523168,0.9521992837293136,1.844701207,1.4460499999999998,5
B0029,32,14,43,1625.187,60.03306236,1.880995536,0.001426872,0.028862177,7,1.754341328,0.95101652307858,1.844701207,1.4268720000000001,7
B0029,34,15,43,1622.016,60.15567528,1.800038174,0.001479489,0.028862177,9,1.739287551,0.9428559727721804,1.844701207,1.479489,9
B0029,38,16,43,1638.422,59.7082633,1.941592871,0.001370097,0.028293754,1,1.779784511,0.9648090998403082,1.844701207,1.3700970000000001,1
B0029,40,17,43,1646.438,59.82607254,1.972461939,0.001353417,0.028293754,3,1.765708851,0.9571787801188336,1.844701207,1.353417,3
B0029,42,18,43,1634.765,59.97193555,1.916608674,0.001397421,0.028293754,5,1.752394141,0.9499609662260062,1.844701207,1.397421,5
B0029,44,19,43,1622.016,59.90509097,1.941628602,0.001392566,0.028293754,7,1.738019123,0.9421683665651768,1.844701207,1.392566,7
B0029,46,20,43,1616.25,60.00388451,1.875448412,0.001438594,0.028293754,9,1.731221444,0.9384833909310712,1.844701207,1.4385940000000002,9
B0029,50,21,43,1622.218,60.25771781,1.838092729,0.001452713,0.027999485,1,1.737912899,0.9421107832559682,1.844701207,1.452713,1
B0029,52,22,43,1619.656,59.90492727,1.999771638,0.001358861,0.027999485,3,1.722427068,0.9337160194095324,1.844701207,1.358861,3
B0029,54,23,43,1605.484,60.33243416,1.831751411,0.001475593,0.027999485,5,1.718421377,0.9315445615144546,1.844701207,1.4755930000000002,5
B0029,56,24,43,1600.75,59.98669671,1.973955922,0.00139069,0.027999485,7,1.701022093,0.9221125277878132,1.844701207,1.39069,7
B0029,58,25,43,1595.0,59.99528714,1.906949053,0.001437896,0.027999485,9,1.69369874,0.9181425878472904,1.844701207,1.4378959999999998,9
B0029,62,26,43,1612.422,59.98821697,1.999627867,0.001360577,0.028154278,1,1.713072721,0.9286450914107306,1.844701207,1.360577,1
B0029,64,27,43,1598.969,60.01985636,1.929736139,0.001420096,0.028154278,3,1.697697269,0.9203101632707936,1.844701207,1.420096,3
B0029,66,28,43,1592.187,60.26410092,1.811689568,0.001500239,0.028154278,5,1.689931403,0.9161003400373446,1.844701207,1.500239,5
B0029,68,29,43,1577.484,59.92046248,1.961073175,0.001419477,0.028154278,7,1.685023551,0.9134398267892498,1.844701207,1.4194769999999999,7
B0029,70,30,43,1571.547,59.88769251,1.948271839,0.001433033,0.028154278,9,1.678389965,0.9098438048563602,1.844701207,1.433033,9
B0029,74,31,43,1578.484,60.1589354,1.867494399,0.001475052,0.027645015,1,1.673794749,0.9073527694612714,1.844701207,1.4750519999999998,1
B0029,76,32,43,1574.469,60.04748236,1.926783206,0.001443875,0.027645015,3,1.668789893,0.9046396710033704,1.844701207,1.443875,3
B0029,78,33,43,1568.281,60.16786337,1.869562035,0.001486112,0.027645015,5,1.649256631,0.8940508222912439,1.844701207,1.4861119999999999,5
B0029,80,34,43,1561.422,60.09738415,1.888127707,0.001480634,0.027645015,7,1.640967676,0.8895574360623271,1.844701207,1.480634,7
B0029,82,35,43,1554.234,60.02940148,1.92645482,0.001463158,0.027645015,9,1.645636023,0.8920881152760042,1.844701207,1.463158,9
B0029,86,36,43,1573.734,60.33090148,1.849774285,0.001489592,0.028256362,1,1.654547744,0.8969190987253471,1.844701207,1.489592,1
B0029,88,37,43,1566.578,59.88870263,1.988399314,0.001411617,0.028256362,3,1.646120152,0.8923505583199849,1.844701207,1.411617,3
B0029,90,38,43,1550.047,60.13011666,1.882271606,0.001495047,0.028256362,5,1.627511919,0.8822631615484166,1.844701207,1.495047,5
B0029,92,39,43,1543.64,60.2052814,1.869301978,0.001509936,0.028256362,7,1.620053053,0.8782197609306384,1.844701207,1.509936,7
B0029,94,40,43,1536.781,60.2449466,1.84335543,0.001533547,0.028256362,9,1.612079812,0.87389752111763,1.844701207,1.533547,9
B0030,2,1,43,1572.359,61.11438949,2.127417045,0.001268038,0.06341818,1,1.65607061,0.9295647488826296,1.781554875,1.268038,1
B0030,4,2,43,1723.281,61.99908719,2.140106047,0.001190442,0.06341818,3,1.781554875,1.0,1.781554875,1.190442,3
B0030,6,3,43,1705.906,61.89071494,2.165723782,0.001187399,0.06341818,5,1.761969228,0.9890064306888106,1.781554875,1.187399,5
B0030,8,4,43,1697.688,62.21420541,2.095376108,0.001234699,0.06341818,7,1.751755032,0.9832731265153984,1.781554875,1.234699,7
B0030,10,5,43,1686.094,62.31179793,2.125246655,0.001225412,0.06341818,9,1.738168807,0.9756470773879474,1.781554875,1.225412,9
B0030,14,6,43,1678.563,62.29994268,2.075963213,0.001254033,0.064275664,1,1.750674529,0.9826666321462592,1.781554875,1.2540330000000002,1
B0030,16,7,43,1677.469,62.48134926,2.044007068,0.001280149,0.064275664,3,1.749104765,0.981785511939395,1.781554875,1.280149,3
B0030,18,8,43,1666.093,62.15821265,2.173948549,0.001211055,0.064275664,5,1.725254403,0.9683981263838422,1.781554875,1.211055,5
B0030,20,9,43,1654.328,62.11029841,2.171263139,0.00122128,0.064275664,7,1.711262137,0.9605441634235375,1.781554875,1.22128,7
B0030,22,10,43,1643.812,62.21537293,2.17227906,0.00122778,0.064275664,9,1.699041839,0.953684819279002,1.781554875,1.2277799999999999,9
B0030,26,11,43,1652.266,62.42078137,2.139914087,0.001237714,0.064453468,1,1.718577004,0.9646500526681784,1.781554875,1.237714,1
B0030,28,12,43,1648.672,62.42541404,2.112329336,0.00126105,0.064453468,3,1.703247229,0.9560453359596908,1.781554875,1.26105,3
B0030,30,13,43,1636.969,62.43136471,2.114172606,0.001269076,0.064453468,5,1.689458045,0.9483053644362204,1.781554875,1.269076,5
B0030,32,14,43,1625.187,62.27459159,2.169705464,0.001243815,0.064453468,7,1.675613629,0.9405343907804132,1.781554875,1.243815,7
B0030,34,15,43,1622.016,62.57843701,2.050220325,0.001319982,0.064453468,9,1.671840714,0.938416625533356,1.781554875,1.319982,9
B0030,38,16,43,1638.422,62.47198799,2.056845844,0.001295041,0.063769418,1,1.723305668,0.9673042869364324,1.781554875,1.295041,1
B0030,40,17,43,1646.438,62.6782874,2.002654873,0.001328703,0.063769418,3,1.709207291,0.9593907630827256,1.781554875,1.3287030000000002,3
B0030,42,18,43,1634.765,62.48426799,2.098247338,0.001279119,0.063769418,5,1.684001734,0.9452426964956664,1.781554875,1.279119,5
B0030,44,19,43,1622.016,62.52066026,2.095250036,0.001291039,0.063769418,7,1.668986988,0.9368148079076148,1.781554875,1.2910389999999998,7
B0030,46,20,43,1616.25,62.83792318,1.965222518,0.001375245,0.063769418,9,1.662068936,0.9329316538734176,1.781554875,1.375245,9
B0030,50,21,43,1622.218,62.4759651,2.164930094,0.001244311,0.065299154,1,1.668704963,0.9366565051778154,1.781554875,1.244311,1
B0030,52,22,43,1619.656,62.54340292,2.110710194,0.001283181,0.065299154,3,1.652762184,0.927707704765479,1.781554875,1.283181,3
B0030,54,23,43,1605.484,62.54253782,2.154272423,0.001266868,0.065299154,5,1.648481366,0.9253048497874644,1.781554875,1.2668679999999999,5
B0030,56,24,43,1600.75,62.63316973,2.056878607,0.001331917,0.065299154,7,1.630740644,0.915346850598694,1.781554875,1.331917,7
B0030,58,25,43,1595.0,62.63885708,2.061933049,0.001334037,0.065299154,9,1.62323023,0.9111311993687536,1.781554875,1.334037,9
B0030,62,26,43,1612.422,62.50972829,2.182829077,0.001239931,0.064329279,1,1.654190654,0.9285095155994002,1.781554875,1.2399310000000001,1
B0030,64,27,43,1598.969,62.4143043,2.152270346,0.001274114,0.064329279,3,1.638514397,0.919710315967674,1.781554875,1.274114,3
B0030,66,28,43,1592.187,62.71706661,1.985366425,0.001383887,0.064329279,5,1.618847673,0.9086712375334496,1.781554875,1.383887,5
B0030,68,29,43,1577.484,62.55456604,2.085108475,0.001332664,0.064329279,7,1.613421227,0.9056253330394888,1.781554875,1.3326639999999998,7
B0030,70,30,43,1571.547,62.48691429,2.11568097,0.001319186,0.064329279,9,1.60664436,0.901821427195724,1.781554875,1.319186,9
B0030,74,31,43,1578.484,62.59235284,2.085880604,0.001329539,0.065059251,1,1.613838788,0.9058597131340116,1.781554875,1.329539,1
B0030,76,32,43,1574.469,62.84622215,1.945286389,0.001424762,0.065059251,3,1.596329501,0.8960316201318245,1.781554875,1.424762,3
B0030,78,33,43,1568.281,63.02421567,1.91666049,0.001448427,0.065059251,5,1.589078587,0.8919616281816747,1.781554875,1.448427,5
B0030,80,34,43,1561.422,63.00027241,1.92725099,0.001447714,0.065059251,7,1.580548143,0.8871734265272069,1.781554875,1.447714,7
B0030,82,35,43,1554.234,62.80130767,2.051939171,0.001375525,0.065059251,9,1.584613105,0.8894551199271928,1.781554875,1.375525,9
B0030,86,36,43,1573.734,62.7374053,2.044759329,0.001358852,0.064684504,1,1.593665122,0.894536084385276,1.781554875,1.358852,1
B0030,88,37,43,1566.578,62.57852749,2.11236703,0.001324423,0.064684504,3,1.584987413,0.8896652217911614,1.781554875,1.324423,3
B0030,90,38,43,1550.047,62.84908045,2.029028311,0.001392913,0.064684504,5,1.578706497,0.8861396969318724,1.781554875,1.392913,5
B0030,92,39,43,1543.64,62.72846446,2.057417523,0.001380683,0.064684504,7,1.570705516,0.881648686796695,1.781554875,1.3806829999999999,7
B0030,94,40,43,1536.781,62.69299471,2.068863284,0.001379429,0.064684504,9,1.562780404,0.8772002624954226,1.781554875,1.379429,9
B0031,2,1,43,1572.359,60.8463247,2.494437258,0.00103165,0.04012452,1,1.666675194,0.9093311450820492,1.832858363,1.03165,1
B0031,4,2,43,1723.281,61.81769411,2.470379105,0.00100745,0.04012452,3,1.832858363,1.0,1.832858363,1.00745,3
B0031,6,3,43,1705.906,61.82805706,2.432998202,0.00103965,0.04012452,5,1.8139835,0.9897019522178976,1.832858363,1.03965,5
B0031,8,4,43,1697.688,61.95644236,2.455290559,0.001031607,0.04012452,7,1.804438733,0.9844943665185985,1.832858363,1.031607,7
B0031,10,5,43,1686.094,62.09957051,2.379788594,0.00108355,0.04012452,9,1.802147684,0.983244379587666,1.832858363,1.08355,9
B0031,14,6,43,1678.563,62.03750729,2.370453106,0.00107354,0.040718729,1,1.771564751,0.9665584568686064,1.832858363,1.07354,1
B0031,16,7,43,1677.469,61.84294868,2.479852487,0.001029461,0.040718729,3,1.813992817,0.9897070355348564,1.832858363,1.029461,3
B0031,18,8,43,1666.093,61.83794765,2.476551695,0.001038512,0.040718729,5,1.801326104,0.9827961289117898,1.832858363,1.0385119999999999,5
B0031,20,9,43,1654.328,61.84646586,2.35967447,0.001116634,0.040718729,7,1.788372258,0.9757285637024428,1.832858363,1.1166340000000001,7
B0031,22,10,43,1643.812,61.76013799,2.41950908,0.001087304,0.040718729,9,1.776540166,0.969273022871326,1.832858363,1.087304,9
B0031,26,11,43,1652.266,61.91960615,2.348966821,0.001116636,0.040699219,1,1.785620913,0.9742274411631664,1.832858363,1.116636,1
B0031,28,12,43,1648.672,61.86471031,2.399709439,0.001096001,0.040699219,3,1.781363404,0.9719045617274464,1.832858363,1.096001,3
B0031,30,13,43,1636.969,61.7739348,2.41680593,0.001093724,0.040699219,5,1.768489838,0.964880796956595,1.832858363,1.093724,5
